Recipe URL,Recipe Title,Description/Summary,Cover Image URL,Prep Time (minutes),Cook Time (minutes),Servings/Serves,Difficulty Level,Ingredients List,Step-by-Step Instructions,Calories,Protein,Carbs,Fat,Fiber,Cuisine Type,Meal Type,Tags,Rating (Average),Rating (Count)
https://www.foodforfitness.co.uk/recipes/chicken-and-rice/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/turkey-mince-chilli/,ERROR: 'utf-8' codec can't decode byte 0xa3 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/crispy-air-fryer-chicken/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/chicken-satay-recipe/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/sweet-potato-protein-brownies/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/italian-beef-stew/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/turkey-bolognese/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/chicken-jambalaya-recipe/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/moroccan-beef-tagine/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/slow-cooker-pulled-beef/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/meatza-recipe/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/protein-pancakes-recipe/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/italian-lemon-chicken/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/sweet-potato-chorizo-soup/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/greek-chicken-tray-bake/,ERROR: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,
